ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TDG,TransDigm Group,Defence,weapons,NYSE,1245.08,-1.19%,+1.56%,+8.29%,-8.35%,-15%,51.718,0.879,38.82,0.4,,2.33,buy,1.82,-1.19,98.81,-1.19,988.1,-11.9,9881.0,-119.0,1.56,101.56,1.56,1015.6,15.6,10156.0,156.0,8.29,108.29,8.29,1082.9,82.9,10829.0,829.0,-8.35,91.65,-8.35,916.5,-83.5,9165.0,-835.0,-15.0,85.0,-15.0,850.0,-150.0,8500.0,-1500.0,2 Industrials Stocks with Competitive Advantages and 1 Facing Challenges,StockStory,2026-06-02,0.542,Is the Options Market Predicting a Spike in Transdigm Group Stock?,Zacks,2026-06-01,0.0,"HEICO Q2 Earnings Beat Estimates, Sales Increase Year Over Year",Zacks,2026-05-28,0.318,,,,,,,,,,
HEI,HEICO Corporation,Defence,weapons,NYSE,330.28,-0.29%,+6.94%,+22.54%,+0.33%,+12%,34.255,0.953,58.98,0.7,7.0,1.13,buy,1.83,-0.29,99.71,-0.29,997.1,-2.9,9971.0,-29.0,6.94,106.94,6.94,1069.4,69.4,10694.0,694.0,22.54,122.54,22.54,1225.4,225.4,12254.0,2254.0,0.33,100.33,0.33,1003.3,3.3,10033.0,33.0,12.0,112.0,12.0,1120.0,120.0,11200.0,1200.0,"Further Air Travel Slowdown Could Put Aftermarket Spending at Risk, RBC Says",MT Newswires,2026-05-29,-0.273,"HEICO's Fiscal Q2 Growth, Margin Performance Due to Market Share Gains, New Product Development, RBC Says",MT Newswires,2026-05-29,0.735,Why HEICO (HEI) Stock Is Up Today,StockStory,2026-05-29,0.0,9,buy,0.73,"1M momentum +22.34% and 1W +6.76% with analyst score 1.83 ('buy') and positive news sentiment 0.245, though P/E of 58.88 and low dividend yield of 0.07%.",1M momentum +22.34%; 1W momentum +6.76%; analyst score 1.83 (buy); positive news sentiment 0.245,,,,,
AXON,Axon Enterprise,Defence,weapons,NASDAQ,488.33,+2.00%,+26.74%,+24.02%,-13.33%,-37%,29.23,1.435,196.91,1.09,,4.94,buy,1.6,2.0,102.0,2.0,1020.0,20.0,10200.0,200.0,26.74,126.74,26.74,1267.4,267.4,12674.0,2674.0,24.02,124.02,24.02,1240.2,240.2,12402.0,2402.0,-13.33,86.67,-13.33,866.7,-133.3,8667.0,-1333.0,-37.0,63.0,-37.0,630.0,-370.0,6300.0,-3700.0,Hedge Fund Broadwood Capital Added Over 1 Million Shares of STAAR Surgical to Its Position. Here's What That Means for Investors.,Motley Fool,2026-06-01,0.296,Why AppLovin (APP) Stock Is Trading Up Today,StockStory,2026-05-29,0.0,"Axon Enterprise, Inc (AXON) is Attracting Investor Attention: Here is What You Should Know",Zacks,2026-05-28,0.477,7,buy,0.7,"1M momentum +20.90% and 1W +23.55% with positive news sentiment 0.293, but YTD -15.51% and high P/E of 191.95 limit upside conviction.",1W momentum +23.55%; 1M momentum +20.90%; positive news sentiment 0.293; analyst score 1.6 (buy),,,,,
OLN,Olin Corporation,Defence,weapons,NYSE,26.16,+2.68%,+0.11%,-8.17%,+23.22%,+27%,2.213,1.206,,2.57,311.0,11.66,none,,2.68,102.68,2.68,1026.8,26.8,10268.0,268.0,0.11,100.11,0.11,1001.1,1.1,10011.0,11.0,-8.17,91.83,-8.17,918.3,-81.7,9183.0,-817.0,23.22,123.22,23.22,1232.2,232.2,12322.0,2322.0,27.0,127.0,27.0,1270.0,270.0,12700.0,2700.0,Is Olin’s Q1 2026 Loss Amid Modest Sales Dip Altering The Investment Case For Olin (OLN)?,Simply Wall St.,2026-05-19,-0.318,KOP Tops Earnings and Revenue Estimates in Q1 on PC Unit Strength,Zacks,2026-05-18,0.758,AVNT Q1 Earnings Beat Estimates on Cost Control and FX Tailwind,Zacks,2026-05-14,0.0,,,,,,,,,,
MRCY,Mercury Systems,Defence,weapons,NASDAQ,111.0,-1.73%,+11.76%,+41.35%,+46.00%,+119%,4.949,0.83,,0.59,,9.4,none,,-1.73,98.27,-1.73,982.7,-17.3,9827.0,-173.0,11.76,111.76,11.76,1117.6,117.6,11176.0,1176.0,41.35,141.35,41.35,1413.5,413.5,14135.0,4135.0,46.0,146.0,46.0,1460.0,460.0,14600.0,4600.0,119.0,219.0,119.0,2190.0,1190.0,21900.0,11900.0,Mercury Systems lands largest-ever order for Common Processing Architecture servers,Proactive,2026-05-29,0.0,Mercury Systems (MRCY) Valuation Check After Strong One Year Shareholder Return,Simply Wall St.,2026-05-27,0.511,"Analysts Revise Price Targets on Mercury Systems, Inc. (MRCY) Following Q3 Earnings Report",Insider Monkey,2026-05-27,0.0,2,buy,0.82,YTD +45.13% and 1M momentum +40.51% with the company landing its largest-ever order for Common Processing Architecture servers (news sentiment 0.128).,1M momentum +40.51%; largest-ever order catalyst; YTD +45.13%; 1W momentum +11.10%,,,,,
DRS,Leonardo DRS,Defence,weapons,NYSE,47.06,+0.13%,+2.75%,+17.90%,+35.85%,+9%,9.323,0.027,43.98,1.06,75.0,1.29,none,,0.13,100.13,0.13,1001.3,1.3,10013.0,13.0,2.75,102.75,2.75,1027.5,27.5,10275.0,275.0,17.9,117.9,17.9,1179.0,179.0,11790.0,1790.0,35.85,135.85,35.85,1358.5,358.5,13585.0,3585.0,9.0,109.0,9.0,1090.0,90.0,10900.0,900.0,3 Inflated  Stocks We Steer Clear Of,StockStory,2026-06-01,0.382,"Leonardo DRS, Inc. (DRS) Unveils Tenum 640 Orbit Uncooled Thermal Drone Camera",Insider Monkey,2026-05-27,0.0,Leonardo DRS Labor Unrest Tests Production Resilience And Investor Expectations,Simply Wall St.,2026-05-16,0.0,8,buy,0.76,"YTD +37.78% with 1M momentum +19.58% and 1D +1.55%; news sentiment 0.256 and very low beta of 0.027, though P/E of 44.61 is elevated.",YTD +37.78%; 1M momentum +19.58%; low beta 0.027; positive news sentiment 0.256,,,,,
XOM,ExxonMobil,Energy,oil-majors,NYSE,150.17,+0.45%,+0.24%,-1.63%,+24.09%,+44%,462.26,0.183,25.24,20.76,276.0,1.1,buy,2.36,0.45,100.45,0.45,1004.5,4.5,10045.0,45.0,0.24,100.24,0.24,1002.4,2.4,10024.0,24.0,-1.63,98.37,-1.63,983.7,-16.3,9837.0,-163.0,24.09,124.09,24.09,1240.9,240.9,12409.0,2409.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,"Oil: Trump says peace talks are still on, but Iran says otherwise",Yahoo Finance Video,2026-06-01,0.307,BP Surges 45% in a Year: Should Investors Bet on the Momentum?,Zacks,2026-06-02,0.0,Here's How the Permian Basin Is Fueling ExxonMobil's Growth Strategy,Zacks,2026-06-02,0.382,8,buy,0.55,"YTD +24.21%, 1Y +44%, dividend yield 2.76%, low beta 0.183, analyst buy consensus, but P/E 25.26 elevated.",YTD +24.21%; dividend yield 2.76%; analyst buy; low beta 0.183,,,,,
CVX,Chevron,Energy,oil-majors,NYSE,187.91,+1.11%,+1.73%,-1.38%,+22.83%,+33%,277.93,0.501,32.74,12.22,383.0,1.01,buy,1.84,1.11,101.11,1.11,1011.1,11.1,10111.0,111.0,1.73,101.73,1.73,1017.3,17.3,10173.0,173.0,-1.38,98.62,-1.38,986.2,-13.8,9862.0,-138.0,22.83,122.83,22.83,1228.3,228.3,12283.0,2283.0,33.0,133.0,33.0,1330.0,330.0,13300.0,3300.0,SLB to Expand Digital Portfolio With Strategic Acquisition of Tachyus,Zacks,2026-06-02,0.318,BP Surges 45% in a Year: Should Investors Bet on the Momentum?,Zacks,2026-06-02,0.0,Is Chevron Corporation (CVX) One of the Top Undervalued Blue Chip Stocks Analysts Recommend for Smart Investing?,Insider Monkey,2026-06-02,0.718,7,buy,0.6,"YTD +22.93%, 1W +1.82%, 1D +1.20%, dividend yield 3.83%, analyst score 1.84 (buy), news sentiment 0.238.",YTD +22.93%; dividend yield 3.83%; analyst score 1.84; news sentiment 0.238,,,,,
SHEL,Shell,Energy,oil-majors,NYSE,86.8,+0.90%,+2.08%,-1.87%,+17.19%,+26%,179.121,-0.24,13.52,8.14,366.0,1.83,buy,2.06,0.9,100.9,0.9,1009.0,9.0,10090.0,90.0,2.08,102.08,2.08,1020.8,20.8,10208.0,208.0,-1.87,98.13,-1.87,981.3,-18.7,9813.0,-187.0,17.19,117.19,17.19,1171.9,171.9,11719.0,1719.0,26.0,126.0,26.0,1260.0,260.0,12600.0,2600.0,Shell-Led LNG Canada Gets Preliminary Nod for Phase Two Expansion,Zacks,2026-06-02,0.0,Why Shell (SHEL) is a Top Value Stock for the Long-Term,Zacks,2026-06-02,0.494,Fluor JV receives LNTP for LNG Canada phase two expansion,Offshore Technology,2026-06-02,0.0,9,buy,0.55,"YTD +17.24%, 1W +2.13%, 1D +0.94%, P/E 13.53 attractive, dividend yield 3.66%, LNG Canada expansion catalyst.",P/E 13.53; dividend yield 3.66%; LNG Canada catalyst; 1W +2.13%,,,,,
BP,BP p.l.c.,Energy,oil-majors,NYSE,43.42,+0.97%,+1.79%,-6.45%,+24.14%,+45%,83.023,-0.219,35.01,14.06,465.0,0.67,buy,2.5,0.97,100.97,0.97,1009.7,9.7,10097.0,97.0,1.79,101.79,1.79,1017.9,17.9,10179.0,179.0,-6.45,93.55,-6.45,935.5,-64.5,9355.0,-645.0,24.14,124.14,24.14,1241.4,241.4,12414.0,2414.0,45.0,145.0,45.0,1450.0,450.0,14500.0,4500.0,SLB to Expand Digital Portfolio With Strategic Acquisition of Tachyus,Zacks,2026-06-02,0.318,BP Surges 45% in a Year: Should Investors Bet on the Momentum?,Zacks,2026-06-02,0.0,Sector Update: Energy Stocks Decline Premarket Tuesday,MT Newswires,2026-06-02,0.273,,,,,,,,,,
TTE,TotalEnergies,Energy,oil-majors,NYSE,89.46,-0.60%,-0.64%,-3.08%,+35.95%,+48%,147.57,0.059,13.27,2.01,476.0,0.19,none,,-0.6,99.4,-0.6,994.0,-6.0,9940.0,-60.0,-0.64,99.36,-0.64,993.6,-6.4,9936.0,-64.0,-3.08,96.92,-3.08,969.2,-30.8,9692.0,-308.0,35.95,135.95,35.95,1359.5,359.5,13595.0,3595.0,48.0,148.0,48.0,1480.0,480.0,14800.0,4800.0,State Attorneys General Sue Trump Administration Over Payment Ending Offshore Wind Projects,The Wall Street Journal,2026-06-02,0.0,Is APA's Suriname Portfolio the Market's Overlooked Gem?,Zacks,2026-06-02,-0.026,TotalEnergies Expands Renewables Portfolio As Oil Market Faces New Disruptions,Simply Wall St.,2026-06-02,-0.25,,,,,,,,,,
EQNR,Equinor,Energy,oil-majors,NYSE,37.81,+0.83%,+0.19%,-7.56%,+57.66%,+54%,69.977,-0.723,17.11,7.02,407.0,2.92,none,,0.83,100.83,0.83,1008.3,8.3,10083.0,83.0,0.19,100.19,0.19,1001.9,1.9,10019.0,19.0,-7.56,92.44,-7.56,924.4,-75.6,9244.0,-756.0,57.66,157.66,57.66,1576.6,576.6,15766.0,5766.0,54.0,154.0,54.0,1540.0,540.0,15400.0,5400.0,Energy Transition Today - Innovative Solar Tracker Tackles Challenging Terrains Efficiently,Simply Wall St.,2026-06-02,0.807,Sector Update: Energy Stocks Rise Late Afternoon,MT Newswires,2026-06-01,0.273,Equinor Chair Change Puts Jarle Roth And Valuation In Focus,Simply Wall St.,2026-06-01,0.0,,,,,,,,,,
COP,ConocoPhillips,Energy,ep-refining,NYSE,117.27,+1.09%,+0.60%,-5.42%,+23.12%,+31%,106.102,0.149,19.91,9.33,291.0,2.29,buy,1.85,1.09,101.09,1.09,1010.9,10.9,10109.0,109.0,0.6,100.6,0.6,1006.0,6.0,10060.0,60.0,-5.42,94.58,-5.42,945.8,-54.2,9458.0,-542.0,23.12,123.12,23.12,1231.2,231.2,12312.0,2312.0,31.0,131.0,31.0,1310.0,310.0,13100.0,3100.0,Here's How the Permian Basin Is Fueling ExxonMobil's Growth Strategy,Zacks,2026-06-02,0.382,Pantheon Resources advocates alongside Alaska's major North Slope producers,Proactive,2026-06-02,0.0,ConocoPhillips (COP) Is On Jim Cramer’s Radar When It Comes To Oil Stocks,Insider Monkey,2026-06-02,0.0,,,,,,,,,,
OXY,Occidental Petroleum,Energy,ep-refining,NYSE,59.32,+0.37%,+3.24%,-1.58%,+40.64%,+38%,43.818,0.172,80.16,16.43,177.0,0.02,hold,2.56,0.37,100.37,0.37,1003.7,3.7,10037.0,37.0,3.24,103.24,3.24,1032.4,32.4,10324.0,324.0,-1.58,98.42,-1.58,984.2,-15.8,9842.0,-158.0,40.64,140.64,40.64,1406.4,406.4,14064.0,4064.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,Here is What to Know Beyond Why Occidental Petroleum Corporation (OXY) is a Trending Stock,Zacks,2026-06-02,0.0,Jim Cramer Says Occidental Petroleum’s (OXY) His Second Top Oil Stock,Insider Monkey,2026-06-02,0.202,Why Is Taylor Morrison Home (TMHC) Stock Soaring Today,StockStory,2026-06-02,0.0,6,buy,0.6,"YTD +40.61%, 1W +3.22%, 1D +0.36%, low short interest 0.02%, but P/E 80.15 high and analyst hold consensus.",YTD +40.61%; 1W +3.22%; short interest 0.02%; low beta 0.172,,,,,
EOG,EOG Resources,Energy,ep-refining,NYSE,138.78,+0.66%,+1.89%,-2.00%,+31.62%,+21%,54.895,0.279,13.66,4.5,299.0,3.76,buy,2.19,0.66,100.66,0.66,1006.6,6.6,10066.0,66.0,1.89,101.89,1.89,1018.9,18.9,10189.0,189.0,-2.0,98.0,-2.0,980.0,-20.0,9800.0,-200.0,31.62,131.62,31.62,1316.2,316.2,13162.0,3162.0,21.0,121.0,21.0,1210.0,210.0,12100.0,2100.0,The 2 Signals That Will Determine XLE’s Performance Through Year-End,24/7 Wall St.,2026-05-31,0.0,Dividend Stocks To Consider In May 2026,Simply Wall St.,2026-05-29,0.0,Why ExxonMobil's Strong Balance Sheet Matters for Investors,Zacks,2026-05-29,0.527,,,,,,,,,,
MPC,Marathon Petroleum,Energy,ep-refining,NYSE,264.43,+2.16%,+6.61%,+5.11%,+61.54%,+60%,57.331,0.53,17.42,2.57,151.0,2.35,buy,2.32,2.16,102.16,2.16,1021.6,21.6,10216.0,216.0,6.61,106.61,6.61,1066.1,66.1,10661.0,661.0,5.11,105.11,5.11,1051.1,51.1,10511.0,511.0,61.54,161.54,61.54,1615.4,615.4,16154.0,6154.0,60.0,160.0,60.0,1600.0,600.0,16000.0,6000.0,Shell-Led LNG Canada Gets Preliminary Nod for Phase Two Expansion,Zacks,2026-06-02,0.0,"Zacks Investment Ideas feature highlights: XLE, Valero, Marathon and Phillips 66",Zacks,2026-06-02,0.0,"The Zacks Analyst Blog Highlights Micron, Nvidia, Marathon, Lenovo and Tapestry",Zacks,2026-06-02,0.0,4,strong_buy,0.7,"YTD +61.29%, 1Y +60%, 1M +4.95%, 1W +6.44%, 1D +2.00%, P/E 17.39, strong refining margins and positive momentum.",YTD +61.29%; 1M +4.95%; 1W +6.44%; P/E 17.39,,,,,
VLO,Valero Energy,Energy,ep-refining,NYSE,259.32,+2.69%,+7.40%,+3.55%,+58.58%,+93%,57.184,0.571,18.94,3.73,190.0,3.3,buy,2.4,2.69,102.69,2.69,1026.9,26.9,10269.0,269.0,7.4,107.4,7.4,1074.0,74.0,10740.0,740.0,3.55,103.55,3.55,1035.5,35.5,10355.0,355.0,58.58,158.58,58.58,1585.8,585.8,15858.0,5858.0,93.0,193.0,93.0,1930.0,930.0,19300.0,9300.0,"Zacks Investment Ideas feature highlights: XLE, Valero, Marathon and Phillips 66",Zacks,2026-06-02,0.0,REX: Tax Credits & Falling Corn Prices Fuel Record Quarter – Quarterly Update Report,Exec Edge,2026-06-01,0.226,Eni Expands Energy Storage Ambitions Through Partnership With FIB,Zacks,2026-06-01,0.361,3,strong_buy,0.75,"1Y +93%, YTD +58.53%, 1W +7.37%, 1D +2.66%, P/E 18.94, dividend yield 1.90%, strong refining momentum with positive news sentiment 0.167.",1Y +93%; YTD +58.53%; 1W +7.37%; P/E 18.94,,,,,
SLB,SLB (Schlumberger),Energy,oilfield-services,NYSE,56.11,+2.13%,-3.23%,+0.86%,+40.40%,+61%,62.299,0.731,24.72,16.57,216.0,4.7,buy,1.62,2.13,102.13,2.13,1021.3,21.3,10213.0,213.0,-3.23,96.77,-3.23,967.7,-32.3,9677.0,-323.0,0.86,100.86,0.86,1008.6,8.6,10086.0,86.0,40.4,140.4,40.4,1404.0,404.0,14040.0,4040.0,61.0,161.0,61.0,1610.0,610.0,16100.0,6100.0,SLB to Expand Digital Portfolio With Strategic Acquisition of Tachyus,Zacks,2026-06-02,0.318,SLB N.V. (SLB): A Top Oil Stock to Buy  amid US-Iran War on Expected Growth,Insider Monkey,2026-05-31,-0.128,SLB Leans Into AI With Tachyus Deal And Vår Energi Expansion,Simply Wall St.,2026-05-31,0.0,5,buy,0.65,"YTD +40.85%, 1Y +61%, 1D +2.46%, P/E 24.8, analyst score 1.62 (strong buy), news on digital acquisition Tachyus, though short interest 4.7%.",YTD +40.85%; 1Y +61%; analyst score 1.62; digital acquisition catalyst,,,,,
HAL,Halliburton,Energy,oilfield-services,NYSE,40.06,+1.41%,-2.50%,-4.59%,+35.98%,+93%,24.85,0.742,22.13,14.75,173.0,5.19,buy,1.85,1.41,101.41,1.41,1014.1,14.1,10141.0,141.0,-2.5,97.5,-2.5,975.0,-25.0,9750.0,-250.0,-4.59,95.41,-4.59,954.1,-45.9,9541.0,-459.0,35.98,135.98,35.98,1359.8,359.8,13598.0,3598.0,93.0,193.0,93.0,1930.0,930.0,19300.0,9300.0,Reflecting On Oilfield Services Stocks’ Q1 Earnings: Halliburton (NYSE:HAL),StockStory,2026-06-01,0.0,Is It Too Late To Consider Halliburton (HAL) After Its 1 Year 104% Surge?,Simply Wall St.,2026-05-31,0.0,"Stocks making big moves yesterday: HighPeak Energy, Zscaler, Halliburton, Viasat, and CrowdStrike",StockStory,2026-05-28,0.273,,,,,,,,,,
BKR,Baker Hughes,Energy,oilfield-services,NASDAQ,64.15,+1.42%,-3.87%,-6.73%,+37.05%,+68%,47.263,0.97,20.5,9.3,146.0,2.58,buy,1.77,1.42,101.42,1.42,1014.2,14.2,10142.0,142.0,-3.87,96.13,-3.87,961.3,-38.7,9613.0,-387.0,-6.73,93.27,-6.73,932.7,-67.3,9327.0,-673.0,37.05,137.05,37.05,1370.5,370.5,13705.0,3705.0,68.0,168.0,68.0,1680.0,680.0,16800.0,6800.0,Baker Hughes Secures Long-Term Contract Extensions With Equinor,Zacks,2026-06-01,0.318,New Strong Sell Stocks for June 1st,Zacks,2026-06-01,0.511,Baker Hughes Announces Contract Extensions with Equinor and Petrobras,Insider Monkey,2026-06-01,0.0,,,,,,,,,,
NEE,NextEra Energy,Energy,utilities,NYSE,85.53,+2.06%,-2.42%,-10.45%,+6.40%,+18%,132.475,0.721,21.71,10.33,298.0,0.01,buy,2.0,2.06,102.06,2.06,1020.6,20.6,10206.0,206.0,-2.42,97.58,-2.42,975.8,-24.2,9758.0,-242.0,-10.45,89.55,-10.45,895.5,-104.5,8955.0,-1045.0,6.4,106.4,6.4,1064.0,64.0,10640.0,640.0,18.0,118.0,18.0,1180.0,180.0,11800.0,1800.0,Beyond the AI Boom: 3 Forgotten Sectors to Buy Amid Historic Market Disconnect,Barrons.com,2026-06-02,-0.226,NextEra Energy (NEE) Stock Declines While Market Improves: Some Information for Investors,Zacks,2026-06-01,0.599,From Bond Proxy to Battleground: Why Utilities Are the Worst Hiding Spot in 2026,24/7 Wall St.,2026-06-01,-0.84,,,,,,,,,,
SSE.L,SSE plc,Energy,utilities,LSE,2256.0,-2.25%,-8.26%,-11.62%,+1.12%,+32%,0.272,0.624,21.49,4.1,298.0,,buy,2.0,-2.25,97.75,-2.25,977.5,-22.5,9775.0,-225.0,-8.26,91.74,-8.26,917.4,-82.6,9174.0,-826.0,-11.62,88.38,-11.62,883.8,-116.2,8838.0,-1162.0,1.12,101.12,1.12,1011.2,11.2,10112.0,112.0,32.0,132.0,32.0,1320.0,320.0,13200.0,3200.0,SSE PLC (SSEZF) Full Year 2026 Earnings Call Highlights: Record CapEx and Strategic Investments ...,GuruFocus.com,2026-05-28,0.0,SSE H2 Earnings Call Highlights,MarketBeat,2026-05-28,0.0,How The SSE (LSE:SSE) Investment Story Is Shifting As Analysts Split On Valuation,Simply Wall St.,2026-05-15,0.0,,,,,,,,,,
ENPH,Enphase Energy,Energy,clean-energy,NASDAQ,67.84,+7.26%,+1.41%,+108.48%,+101.01%,+46%,6.64,1.254,67.17,7.24,,27.43,hold,2.65,7.26,107.26,7.26,1072.6,72.6,10726.0,726.0,1.41,101.41,1.41,1014.1,14.1,10141.0,141.0,108.48,208.48,108.48,2084.8,1084.8,20848.0,10848.0,101.01,201.01,101.01,2010.1,1010.1,20101.0,10101.0,46.0,146.0,46.0,1460.0,460.0,14600.0,4600.0,3 Cash-Heavy Stocks That Concern Us,StockStory,2026-06-02,0.0,Assessing Enphase Energy (ENPH) Valuation After Q1 Earnings Beat And PowerMatch Rollout,Simply Wall St.,2026-05-31,0.273,Solar Stocks To Watch As AI Drives Energy Demand,Investor's Business Daily,2026-05-28,0.153,1,strong_buy,0.75,"YTD +100.71%, 1M +108.17%, 1D +7.10% with strong momentum and positive news sentiment 0.194, though high short interest 27.43% and P/E 67.07 indicate elevated risk.",YTD +100.71%; 1M +108.17%; 1D +7.10%; news sentiment 0.194,,,,,
FSLR,First Solar,Energy,clean-energy,NASDAQ,307.43,+2.11%,+13.88%,+45.43%,+12.06%,+90%,24.527,1.564,19.85,2.31,,10.53,buy,2.12,2.11,102.11,2.11,1021.1,21.1,10211.0,211.0,13.88,113.88,13.88,1138.8,138.8,11388.0,1388.0,45.43,145.43,45.43,1454.3,454.3,14543.0,4543.0,12.06,112.06,12.06,1120.6,120.6,11206.0,1206.0,90.0,190.0,90.0,1900.0,900.0,19000.0,9000.0,Sheikh Ahmed Dalmook Al Maktoum’s Inmā Emirates Holdings Launches Grant Program To Help Scale Climate Resilience Ventures,Exec Edge,2026-06-02,0.637,MIT bullish on its Initiative for New Manufacturing at the one-year mark,Manufacturing Dive,2026-06-01,0.0,GLJ Research Upgrades First Solar (FSLR) to Buy,Insider Monkey,2026-05-31,0.0,2,strong_buy,0.7,"1Y +90%, 1M +45.07%, 1W +13.60%, P/E 19.81 attractive for clean energy, news sentiment 0.25, analyst buy consensus.",1Y +90%; 1M +45.07%; P/E 19.81; analyst buy,,,,,
BEPC,Brookfield Renewable Corp,Energy,clean-energy,NYSE,39.53,+0.20%,+2.20%,+12.41%,+0.97%,+27%,5.353,1.128,,1.52,403.0,,hold,2.83,0.2,100.2,0.2,1002.0,2.0,10020.0,20.0,2.2,102.2,2.2,1022.0,22.0,10220.0,220.0,12.41,112.41,12.41,1124.1,124.1,11241.0,1241.0,0.97,100.97,0.97,1009.7,9.7,10097.0,97.0,27.0,127.0,27.0,1270.0,270.0,12700.0,2700.0,3 High-Yield Dividend Stocks I Can't Wait to Buy in June to Boost My Passive Income,Motley Fool,2026-06-02,0.542,I'd Double My Position in These 3 Dividend Stocks Without Thinking Twice,Motley Fool,2026-05-19,0.0,"Brookfield Renewable Has Over 85,000 MW in Its Development Pipeline and Just Added Another 1,700 MW of Long-Term Contracts. Here's the Case for Owning It.",Motley Fool,2026-05-18,0.0,10,buy,0.5,"1M +12.28%, 1W +2.08%, dividend yield 4.03%, news sentiment 0.255, but YTD only +0.85% and no P/E.",1M +12.28%; dividend yield 4.03%; news sentiment 0.255; clean energy momentum,,,,,
DNNGY,Ørsted,Energy,clean-energy,NASDAQ,8.54,-0.81%,-2.62%,-2.06%,+28.13%,-35%,25.136,0.644,,0.15,,,none,,-0.81,99.19,-0.81,991.9,-8.1,9919.0,-81.0,-2.62,97.38,-2.62,973.8,-26.2,9738.0,-262.0,-2.06,97.94,-2.06,979.4,-20.6,9794.0,-206.0,28.13,128.13,28.13,1281.3,281.3,12813.0,2813.0,-35.0,65.0,-35.0,650.0,-350.0,6500.0,-3500.0,Ørsted Advances Flagship Offshore Wind Projects With Earnings And Risk In Focus,Simply Wall St.,2026-05-17,-0.178,Ørsted and PGE kick off offshore installation of Baltica 2 project,Energy Global,2026-05-14,0.0,Ørsted and PGE start offshore works on Baltica 2 wind farm,Power Technology,2026-05-12,0.0,,,,,,,,,,
AAPL,Apple,Tech,mega-cap,NASDAQ,314.99,+3.14%,+2.16%,+13.89%,+16.44%,+51%,3435.774,1.065,38.09,44.38,35.0,0.95,buy,1.98,3.14,103.14,3.14,1031.4,31.4,10314.0,314.0,2.16,102.16,2.16,1021.6,21.6,10216.0,216.0,13.89,113.89,13.89,1138.9,138.9,11389.0,1389.0,16.44,116.44,16.44,1164.4,164.4,11644.0,1644.0,51.0,151.0,51.0,1510.0,510.0,15100.0,5100.0,AI is carrying the S&P 500 rally: Chart of the Day,Yahoo Finance,2026-06-02,0.0,Apple is coming for the entire $200 billion glasses market,TheStreet,2026-06-02,0.0,"Apple Plans iPhone Bill Splitting as PayPal, Block Pare Gains",GuruFocus.com,2026-06-02,-0.128,,,,,,,,,,
MSFT,Microsoft,Tech,mega-cap,NASDAQ,445.33,-1.56%,+7.04%,+7.90%,-5.42%,-1%,2456.764,1.093,26.49,34.58,79.0,1.04,strong_buy,1.34,-1.56,98.44,-1.56,984.4,-15.6,9844.0,-156.0,7.04,107.04,7.04,1070.4,70.4,10704.0,704.0,7.9,107.9,7.9,1079.0,79.0,10790.0,790.0,-5.42,94.58,-5.42,945.8,-54.2,9458.0,-542.0,-1.0,99.0,-1.0,990.0,-10.0,9900.0,-100.0,How Google is funding its AI push,Yahoo Finance Video,2026-06-02,0.0,Nvidia partners with Microsoft on new RTX Spark laptops,Yahoo Finance Video,2026-06-01,0.226,Macro guru Raoul Pal delivers crucial message for investors chasing rally,TheStreet,2026-06-02,0.0,,,,,,,,,,
GOOGL,Alphabet (Google),Tech,mega-cap,NASDAQ,367.57,-1.59%,-5.48%,-4.09%,+16.72%,+126%,3307.26,1.267,28.06,28.19,23.0,1.41,strong_buy,1.44,-1.59,98.41,-1.59,984.1,-15.9,9841.0,-159.0,-5.48,94.52,-5.48,945.2,-54.8,9452.0,-548.0,-4.09,95.91,-4.09,959.1,-40.9,9591.0,-409.0,16.72,116.72,16.72,1167.2,167.2,11672.0,1672.0,126.0,226.0,126.0,2260.0,1260.0,22600.0,12600.0,"Stock market today: Dow, S&P 500, Nasdaq build on records as US-Iran tensions weigh on AI optimism",Yahoo Finance,2026-06-01,0.202,AI is carrying the S&P 500 rally: Chart of the Day,Yahoo Finance,2026-06-02,0.0,Stock Market Today: S&P 500 Hits A New High; This Power Stock Gets A Jolt (Live Coverage),Investor's Business Daily,2026-06-02,0.0,,,,,,,,,,
